opponent_name,opponent_deck_name,wins,losses,ties,win_pct,matches_played,meta_share
Magnezone Mega Absol ex,magnezone-b1a-mega-absol-ex-b1,3,3,0,50.0,6,0.0
Solgaleo ex Orthworm,solgaleo-ex-a3-orthworm-b2a,1,1,0,50.0,2,0.0
Mega Swampert ex Mantyke,mega-swampert-ex-b2-mantyke-a4a,1,1,0,50.0,2,0.0
Jolteon ex Bellibolt ex,jolteon-ex-b1-bellibolt-ex-b2a,1,1,0,50.0,2,0.0
Jolteon ex Magnezone,jolteon-ex-b1-magnezone-b1a,1,1,0,50.0,2,0.0
Galarian Obstagoon Mega Absol ex,galarian-obstagoon-b2-mega-absol-ex-b1,1,1,0,50.0,2,0.0
Mega Altaria ex Altaria,mega-altaria-ex-b1-altaria-a4a,12,9,2,52.17,23,0.0
Mega Kangaskhan ex Darkrai ex,mega-kangaskhan-ex-b2-darkrai-ex-a2,8,6,1,53.33,15,0.0
Mega Altaria ex Indeedee ex,mega-altaria-ex-indeedee-ex-b1,7,6,0,53.85,13,0.0
Decidueye ex Decidueye,decidueye-ex-a3-decidueye-a3a,6,5,0,54.55,11,0.0
Mega Altaria ex Greninja,mega-altaria-ex-b1-greninja-a1,275,214,11,55.0,500,0.0
Gholdengo ex Skarmory,gholdengo-ex-b2a-skarmory-a2,10,8,0,55.56,18,0.0
Mega Gardevoir ex Meloetta,mega-gardevoir-ex-meloetta-b2,13,8,2,56.52,23,0.0
Skeledirge Mega Blaziken ex,skeledirge-b2a-mega-blaziken-ex-b1,4,3,0,57.14,7,0.0
Greninja ex Suicune ex,greninja-ex-b1-suicune-ex-a4a,4,3,0,57.14,7,0.0
Suicune ex Greninja ex,suicune-ex-a4a-greninja-ex-b1,16,11,1,57.14,28,0.0
Bellibolt ex Magnezone,bellibolt-ex-b2a-magnezone-b1a,14,8,2,58.33,24,0.0
Hydreigon Mega Absol ex,hydreigon-mega-absol-ex-b1,97,67,0,59.15,164,0.0
Gourgeist Houndstone,gourgeist-b2-houndstone-b2a,31,21,0,59.62,52,0.0
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,21,13,1,60.0,35,0.0
Mega Kangaskhan ex Pichu,mega-kangaskhan-ex-b2-pichu-a4,3,2,0,60.0,5,0.0
Mega Lopunny ex Lucario,mega-lopunny-ex-b1a-lucario-a2,6,3,1,60.0,10,0.0
Annihilape Rampardos,annihilape-b2a-rampardos-a2,3,2,0,60.0,5,0.0
Silvally Oricorio,silvally-a3a-oricorio-a3,3,2,0,60.0,5,0.0
Magnezone Oricorio,magnezone-b1a-oricorio-a3,7,4,0,63.64,11,0.0
Suicune ex Mega Swampert ex,suicune-ex-a4a-mega-swampert-ex-b2,2,1,0,66.67,3,0.0
Aurorus Baxcalibur,aurorus-b2-baxcalibur-b2a,2,1,0,66.67,3,0.0
Gholdengo ex Probopass,gholdengo-ex-b2a-probopass-b1a,6,3,0,66.67,9,0.0
Mega Gardevoir ex Indeedee ex,mega-gardevoir-ex-b2-indeedee-ex-b1,4,2,0,66.67,6,0.0
Mega Lopunny ex Elekid,mega-lopunny-ex-b1a-elekid-a4,2,1,0,66.67,3,0.0
Meowscarada ex Ariados,meowscarada-ex-b2a-ariados-b1a,2,1,0,66.67,3,0.0
Rampardos Lucario,rampardos-lucario-a2,2,0,1,66.67,3,0.0
Indeedee ex Snorlax ex,indeedee-ex-b1-snorlax-ex-a3b,2,0,1,66.67,3,0.0
Maushold,maushold-b2,2,1,0,66.67,3,0.0
