opponent_name,opponent_deck_name,wins,losses,ties,win_pct,matches_played,meta_share
Yanmega ex Leafeon ex,yanmega-ex-a2-leafeon-ex-a2a,1,0,0,100.0,1,0.0
Jolteon ex Bellibolt ex,jolteon-ex-b1-bellibolt-ex-b2a,1,0,0,100.0,1,0.0
Maushold,maushold-b2,1,0,0,100.0,1,0.0
Charizard ex Sylveon ex,charizard-ex-a2b-sylveon-ex-a3b,1,0,0,100.0,1,0.0
Alolan Ninetales ex Baxcalibur,alolan-ninetales-ex-b2-baxcalibur-b2a,1,0,0,100.0,1,0.0
Charizard ex Moltres ex,charizard-ex-moltres-ex-a1,1,0,0,100.0,1,0.0
Venusaur ex Arboliva,venusaur-ex-a1-arboliva-b2a,1,0,0,100.0,1,0.0
Magnezone Ditto,magnezone-b1a-ditto-a1,1,0,0,100.0,1,0.0
Indeedee ex Bellibolt ex,indeedee-ex-b1-bellibolt-ex-b2a,1,0,0,100.0,1,0.0
Gengar ex Sylveon ex,gengar-ex-a1-sylveon-ex-a3b,1,0,0,100.0,1,0.0
Mega Blaziken ex Skeledirge,mega-blaziken-ex-b1-skeledirge-b2a,1,0,0,100.0,1,0.0
Greninja ex Suicune ex,greninja-ex-b1-suicune-ex-a4a,1,0,0,100.0,1,0.0
Chien-Pao ex Greninja ex,chien-pao-ex-b2a-greninja-ex-b1,1,0,0,100.0,1,0.0
Mega Gardevoir ex,mega-gardevoir-ex-b2,1,0,0,100.0,1,0.0
Mega Lopunny ex Tyrogue,mega-lopunny-ex-b1a-tyrogue-a4,1,0,0,100.0,1,0.0
Skarmory ex Indeedee ex,skarmory-ex-a4-indeedee-ex-b1,1,0,0,100.0,1,0.0
Dustox Teal Mask Ogerpon ex,dustox-b1-teal-mask-ogerpon-ex-b2,1,0,0,100.0,1,0.0
Dialga ex Gholdengo ex,dialga-ex-a2-gholdengo-ex-b2a,1,0,0,100.0,1,0.0
Meowscarada ex Ariados,meowscarada-ex-b2a-ariados-b1a,1,0,0,100.0,1,0.0
Mega Gyarados ex Manaphy,mega-gyarados-ex-b1-manaphy-a2,1,0,0,100.0,1,0.0
Bellibolt ex Pichu,bellibolt-ex-b2a-pichu-a4,1,0,0,100.0,1,0.0
Garchomp ex Rampardos,garchomp-ex-a2a-rampardos-a2,1,0,0,100.0,1,0.0
Pawmot Mega Kangaskhan ex,pawmot-b2a-mega-kangaskhan-ex-b2,1,0,0,100.0,1,0.0
Mega Altaria ex Teal Mask Ogerpon ex,mega-altaria-ex-b1-teal-mask-ogerpon-ex-b2,1,0,0,100.0,1,0.0
Mega Gardevoir ex Indeedee ex,mega-gardevoir-ex-b2-indeedee-ex-b1,1,0,0,100.0,1,0.0
Meowscarada ex Decidueye ex,meowscarada-ex-b2a-decidueye-ex-a3,1,0,0,100.0,1,0.0
Vileplume Shiinotic,vileplume-a1-shiinotic-a3a,1,0,0,100.0,1,0.0
Suicune ex Chien-Pao ex,suicune-ex-a4a-chien-pao-ex-b2a,1,0,0,100.0,1,0.0
Bellibolt ex Alolan Raichu,bellibolt-ex-b2a-alolan-raichu-b2,1,0,0,100.0,1,0.0
Mega Ampharos ex Zeraora,mega-ampharos-ex-b1-zeraora-a3a,1,0,0,100.0,1,0.0
